location,source,target,id,fuzzy,context,translator_comments,developer_comments
FLEET_MINING_SEC_FAIL_5,"{Tested new mining drones. AI malfunctioned. Drones misidentified mineral content, returned to fleet with %NUM%00 tonnes of worthless dirt.}",,,,,,
FLEET_MINING_SEC_FAIL_6,"{Attempted to land mining crew on large asteroid in %SYSTEM% System. Shuttle pilot unable to rendezvous successfully, landing aborted.}",,,,,,
FLEET_MINING_SEC_FAIL_7,"{%RACE% authorities in %SYSTEM% System requested assistance with industrial cleanup. Cleanup crew ill-equipped, only succeeded in spreading contamination further.}",,,,,,
FLEET_MINING_SEC_FAIL_8,"{%RACE% authorities in %SYSTEM% System requested assistance with industrial cleanup. Buried the contaminated material. Haz-Mat containers poorly maintained, leaked toxic substances into water supply.}",,,,,,
FLEET_MINING_SEC_FAIL_9,{%RACE% authorities in %SYSTEM% System requested assistance with industrial cleanup. Orbital hauler used to remove radioactive material. Hauler pilot error lead to inflight breakup. Contaminated material spread over planet from low orbit.},,,,,,
FLEET_MINING_SEC_FAIL_10,{%RACE% authorities in %SYSTEM% System requested assistance with industrial cleanup. Crew had no experience dealing with atmospheric contamination. Cleanup team poisoned. Very little cleaning managed.},,,,,,
FLEET_MINING_SEC_FAIL_11,"{Performed system-wide survey. Radar revealed minerals on planet %PLANET%. Deployed ground crew. On arrival, could not locate deposit. Radar malfunction suspected.}",,,,,,
FLEET_MINING_SEC_FAIL_12,"{Performed survey of %SYSTEM% System. Ground crew deployed to promising mineral site. Collected several samples, each of which proved highly toxic. Unable to process into usable material.}",,,,,,
FLEET_MINING_SEC_FAIL_13,"{Radar located asteroid-rich minerals in %SYSTEM% Belt. Deployed mining crew. Shuttle pilot inexperienced, could not land on rapidly moving asteroid. Mission aborted.}",,,,,,
FLEET_MINING_SEC_FAIL_14,{Located rich mineral seam during system survey. Deployed ground crew for extraction. Process proved more difficult than expected. Collected material was contaminated by dirt and assorted mining residue. Unable to sell.},,,,,,
FLEET_MINING_SEC_FAIL_15,"{Orbital radar detected large mineral deposit on planet %PLANET%. Ground crew deployed. On close inspection, deposit transpired to be a large building. Data analyst severely lacking geological training.}",,,,,,
FLEET_MINING_SEC_FAIL_16,"{Performed system-wide survey. Radar revealed minerals on planet %PLANET%. In attempt to expedite the mining process, crew deployed explosives. Explosives poorly calibrated. Severe damage to mining rig.}",,,,,,
FLEET_MINING_SEC_FAIL_17,{Performed survey of %SYSTEM% System. Deployed improvised mining team to investigate mineral deposits. Drilling equipment unable to penetrate rock surface.},,,,,,
FLEET_MINING_SEC_FAIL_18,{Located rich mineral seam during system survey. Deployed improvised mining team to planet %PLANET%. Hazardous underground atmosphere forced team to retreat. Very little ore extracted.},,,,,,
FLEET_MINING_SEC_FAIL_19,"{Radar located asteroid-rich minerals in %SYSTEM% Belt. Deployed mining team to asteroid. Crew inexperienced in low gravity conditions, flung into space.}",,,,,,
FLEET_MINING_SEC_FAIL_20,{Orbital radar detected large mineral deposit on planet %PLANET%. Deployed ground team to investigate. Deposit was underwater. Crew ill-equipped for zero-oxygen mining. Mission aborted.},,,,,,
FLEET_MINING_SEC_DAMAGE_1,{Attempted to claim salvage opportunity in %SYSTEM% System. Ambushed by local scrap dealers. Hull damaged during retreat.},,,,,,
FLEET_MINING_SEC_DAMAGE_2,"{Entered %SYSTEM% System. Mining radar failed to detect incoming asteroid shower. Multiple hull strikes, ship breached in several places.}",,,,,,
FLEET_MINING_SEC_DAMAGE_3,{Ground crew discovered intact reactor vessel in remains of crashed freighter. Attempted recovery. Poorly trained receiving crew in hangar bay caused explosion. Severe internal damage.},,,,,,
FLEET_MINING_SEC_DAMAGE_4,{Found large mineral deposit during planetary survey. Collected significant volume of ore. Poor mineral analysis procedure failed to note elevated radioactivity. Contaminated material loose in the hold. Multiple components burned.},,,,,,
FLEET_MINING_FAIL_1,{No minerals detected during system survey. Crew practised low gravity drilling.},,,,,,
FLEET_MINING_FAIL_2,{No minerals detected during system survey. Crew performed emergency cave escape drills.},,,,,,
FLEET_MINING_FAIL_3,{No minerals detected during system survey. Crew practised tectonically-sensitive mining techniques.},,,,,,
FLEET_MINING_FAIL_4,{No sites detected during system salvage survey. Crew practised high-temperature destructive welding.},,,,,,
FLEET_MINING_FAIL_5,{No sites detected during system salvage survey. Crew performed maintenance on the drilling rig.},,,,,,
FLEET_MINING_FAIL_6,{No sites detected during system salvage survey. Crew emptied and cleaned acid tanks within the the internal factory units.},,,,,,
FLEET_MINING_FAIL_7,{Planetary salvage team forced to evacuate freighter crash site. Hostile Sentinel drones present in overwhelming numbers.},,,,,,
FLEET_MINING_FAIL_8,"{Planetary mining crew forced to abandon drillsite. Cave internals became unstable and collapsed. Minor equipment loss, all crew members accounted for.}",,,,,,
FLEET_MINING_FAIL_9,"{Deep-level mining crew abandoned drill site on planet %PLANET%. Target depth reached, but cave walls began venting thick clouds of unidentified gas. Evacuation deemed prudent.}",,,,,,
FLEET_MINING_FAIL_10,{Multiple tonnes of mineral ore acquired by mining crew on planet %PLANET%. All content lost: material decomposed to ash during processing.},,,,,,
FLEET_MINING_FAIL_11,{Low Gravity Mining Crew aborted asteroid landing. Touchdown sensors revealed surface to be melting rapidly. Entire site highly unstable.},,,,,,
FLEET_MINING_FAIL_12,{Deep-level mining crew forced to evacuate. Drill equipment abandoned in cave after cavern was swarmed by aggressive crab-like creatures.},,,,,,
FLEET_MINING_FAIL_13,"{Deployed secondary mining crew in rescue effort. Primary deep-level crew drilled into fault line, triggering seismic episode. Tunnels collapsed. Crew extracted with minor injuries.}",,,,,,
FLEET_MINING_FAIL_14,{Deployed mining team to frozen planet in %SYSTEM% System. Crew collected and processed multiple loads of ore. Minerals melted during transit. Orbital hauler electricals damaged.},,,,,,
FLEET_MINING_FAIL_15,"{Orbital scan revealed planet with high mineral content. Ground crew deployed. Surface dense with ash. Machinery clogged with fine particles, unable to drill.}",,,,,,
FLEET_MINING_FAIL_16,"{Planetary mining crew deployed. Entered promising cave system. After some progress, forced to abandoned operation. Subterranean vegetation fast-growing and exceptionally dense. During evacuation, plants consumed some equipment, crew.}",,,,,,
FLEET_MINING_FAIL_17,"{Planetary mining crew abandoned cave exploration. Mineral readouts promising, but cave clogged with toxic flora. When disturbed, plants released gas that ate through protective suits.}",,,,,,
FLEET_MINING_FAIL_18,{Onboard industrial units processed %NUM%NUM% tonnes of collected ore from %SYSTEM% System. No valuable mineral content found: collected material exclusively dirt.},,,,,,
FLEET_MINING_FAIL_19,{Low Gravity Mining Crew placed tow-ropes on promising site. Asteroid hauled in for processing. Initial samples revealed asteroid comprised largely of low-value material. Processing cancelled.},,,,,,
FLEET_MINING_FAIL_20,"{Lost contact with planetary mining crew. Crew had previously reported errors in underground navigation system, 'as if the caves were moving'. Contact never re-established.}",,,,,,
FLEET_MINING_FAIL_21,"{Low Gravity Mining Crew deployed to asteroid belt. Crew attempted to drill at several sites, but asteroid proved hollow. Surface crust crumbled, revealing an apparent abyss. Crew declined to enter chasm.}",,,,,,
FLEET_MINING_FAIL_22,"{Low Gravity Mining Crew forced to evacuate from asteroid. Drilling penetrated outer crust, released pressurised lava from asteroid interior.}",,,,,,
FLEET_MINING_FAIL_23,{Low Gravity Mining Crew deployed. Collected ice samples from across asteroid surface. Subsequent processing revealed liquid to be incredibly toxic. Abandoned collection efforts.},,,,,,
FLEET_MINING_FAIL_24,"{Deep-level mining crew began exploratory drilling on planet %PLANET%. While approaching target depth, atmospheric pressure dropped rapidly. Equipment not rated for airless environments. Abandoned operation.}",,,,,,
FLEET_MINING_FAIL_25,"{Low Gravity Mining Crew deployed. Asteroid belt in rapid orbit around stellar body. Constant temperature change damaged equipment. Continued operation overly hazardous, abandoned mission.}",,,,,,
FLEET_MINING_FAIL_26,"{Planetary mining crew began operations on planet %PLANET%. Deployed increasingly powerful drills, but unable to penetrate local mineral formations. Ore extraction efforts unsuccessful, operation abandoned.}",,,,,,
FLEET_MINING_FAIL_27,{Deep-level mining crew extracted highly reactive metal from planet %PLANET%. Oxidation accident during processing ruined collected material. Entire sample corrupted.},,,,,,
FLEET_MINING_FAIL_28,{Deployed Low Gravity Mining Crew to asteroid belt. Attempts to land unsuccessful. Analysis suggests asteroids were projections. Unable to determine projection source. Moved fleet away as a precaution.},,,,,,
FLEET_MINING_FAIL_29,"{Mining crew deployed to planet %PLANET%. %RACE% authorities arrived as drilling began. Incorrect licenses had been obtained, crew forced to abandon operation.}",,,,,,
FLEET_MINING_FAIL_30,"{Deep-level mining crew had reached record depths on planet %PLANET% when sensors detected organic material. As drill reached apparent organic layer, tunnel began to suffer extreme seismic activity. Abandoned operation, conducted emergency evacuation.}",,,,,,
FLEET_MINING_DAMAGE_1,{Low Gravity Mining Crew deployed. Drill penetrated outer crust. Asteroid exploded. Crew lost. Flying debris caused severe damage to fleet.},,,,,,
FLEET_MINING_DAMAGE_2,"{Low Gravity Mining Crew collected large amounts of ore from asteroid belt. During processing, radioactive material inside ore reached criticality. Rapid energy release caused severe internal damage.}",,,,,,
FLEET_MINING_DAMAGE_3,{Approached asteroid field in %SYSTEM% System. Sensor malfunction caused subsequent navigation errors. Fleet collided with several large asteroids. Severe hull damage reported.},,,,,,
FLEET_MINING_DAMAGE_4,{Navigated asteroid belt around planet %PLANET%. Pilot error lead to unplanned ship/asteroid interaction. Hull punctured in several places.},,,,,,
FLEET_MINING_DAMAGE_5,"{Attempted to use orbital mining laser to harvest minerals on planet %PLANET%. Power surge overheated laser core, heat shields failed. Multiple bulkheads damaged by fire.}",,,,,,
FLEET_MINING_DAMAGE_6,"{Deep-level mining crew extracted and packaged ore from extreme depths. Sealed hoppers returned to fleet for onboard processing. Opening the hopper depressurised the atmosphere around the ore, triggering an explosive reaction. Severe internal damage.}",,,,,,
FLEET_MINING_DAMAGE_7,{Orbital hauler returned rocks to fleet for processing. Severe accident reported in onboard industrial units. Pressure washing the rocks created highly acidic solution. Corrosive runoff melted containment facilities and breached the hull.},,,,,,
FLEET_MINING_DAMAGE_8,{Salvage crew returned with freighter fuel syphoned from crash site. Began purification in onboard industrial plant. Wiring short ignited fumes. Explosion caused rapid depressurisation. Severe damage to multiple internal bulkheads.},,,,,,
FLEET_MINING_DAMAGE_9,{Salvage crew returned with metal scrap recovered from freighter crash site. Began processing in onboard industrial plant. Elements within scrap reacted vigorously when mixed. Explosion within recycling plant caused severe internal damage.},,,,,,
FLEET_MINING_DAMAGE_10,"{Salvage crew returned with intact reactor vessel from freighter crash site. Began processing in onboard industrial plant. Reactor suffered poorly-timed spontaneous reignition. Severe internal damage, moderate radioactive fallout.}",,,,,,
FLEET_MINING_DAMAGE_11,{Orbital hauler returning mining crew to fleet. Reactive minerals released toxic gas while in transit. Pilot and crew incapacitated. Hauler made unscheduled collision with fleet. Severe hull damage.},,,,,,
FLEET_MINING_DAMAGE_12,"{Orbital hauler scheduled to transport mining crew to surface. Planetary drill accidentally started while hauler still aboard mothership. Shuttle destroyed, severe damage caused to hanger.}",,,,,,
FLEET_MINING_DAMAGE_13,{Approached asteroid belt in %SYSTEM% System. Pulse drive wake destabilised asteroid trajectory. Asteroids flung into fleet. Severe hull damage.},,,,,,
FLEET_MINING_DAMAGE_14,"{Approached asteroid belt in %SYSTEM% Sector. Asteroids unusually dense. Later analysis suggests micro-black holes. Fleet captured in gravity well, collided with asteroids. Escaped, but with severe hull damage.}",,,,,,
FLEET_MINING_DAMAGE_15,"{Onboard laser deployed to mine exceptionally hard asteroid. Laser miscalibrated, asteroid shattered. Large chunks of rock propelled into fleet. Hull damage taken.}",,,,,,
FLEET_MINING_DAMAGE_16,"{Low Gravity Mining Crew placed explosive charges on asteroid. Charges poorly placed. Explosion propelled asteroid into fleet. Hull breached, fuel tanks ruptured.}",,,,,,
FLEET_MINING_DAMAGE_17,"{Mining crew returned collected minerals to fleet for processing. Processing caused the release of explosive gases. Ventilation system overwhelmed, short circuit triggered explosion. Hull breached.}",,,,,,
FLEET_MINING_DAMAGE_18,{Orbital hauler returning from planetary mining mission. Hoppers overloaded with minerals. Flight destabilised. Shuttled collided with fleet. Hull breached.},,,,,,
FLEET_MINING_DAMAGE_19,"{Low Gravity Mining Crew deployed to asteroid. Drill overload incident shattered asteroid into thousands of microfragments. Fragments clogged fleet engine intakes. Engines ignited, causing severe damage.}",,,,,,
FLEET_MINING_DAMAGE_20,{Damaging mining event: onboard processing lasers malfunctioned and cut up ship internals instead of salvage},,,,,,
FLEET_MINING_DAMAGE_21,"{Took advantage of downtime to overhaul industrial processing unit. Unit malfunction during shakedown tests, considerable portion of the hull 'processed'. Damage: severe.}",,,,,,
FLEET_MINING_DAMAGE_22,{Salvage crew returned to fleet with significant volume of corrosive liquid. Liquid potentially highly valuable. Containment error released liquid into atmosphere support system. Significant internal damage to both vessel and crew.},,,,,,
FLEET_MINING_DAMAGE_23,{Salvage crew recovered abandoned starship. Towed into hangar for processing. Repair crew triggered booby trap left by previous owner. Substantial interior damage.},,,,,,
FLEET_MINING_DAMAGE_24,"{Orbital laser deployed for mining operations in %SYSTEM% System. Power requirement calculation error. Laser overloaded other ship systems, caused fire in the wiring loom. Substantial damage.}",,,,,,
FLEET_MINING_DAMAGE_25,"{Planetary mining team returned aboard orbital hauler. Inadvertently introduced ore contained mineral-eating spiders to the main hangar. Spiders loose, substantial damage to both internal bulkheads and outer hull.}",,,,,,
FLEET_TRADING_T1_1,{Fleet docked in Gek-controlled space. Vy'keen blockade of neighbouring systems caused local price spike. Sold cargo at high profit.},,,,,,
FLEET_TRADING_T1_2,"{Fleet arrived in Gek-controlled system. Local station experiencing substantial mining surplus. Took advantage of low prices, filled the cargo hold.}",,,,,,
FLEET_TRADING_T1_3,{Fleet arrived in Gek-controlled space. Docked at local station. Found several merchants running promising-sounding businesses. Purchased investments in each.},,,,,,
FLEET_TRADING_T1_4,{Docked at Gek-operated space station. Released pleasant-smelling gas samples in attempt to befriend local merchants. Attempt successful; preferential trade terms agreed.},,,,,,
FLEET_TRADING_T1_5,{Fleet arrived in Gek-controlled system. Docked at local space station. Fleet commander conducted talks with station authorities. Valuable gifts exchanged.},,,,,,
FLEET_TRADING_T1_6,{Docked at Gek-controlled space station. Attempted to do business with local merchants. Deployed advanced haggling techniques. Hard bargain struck.},,,,,,
FLEET_TRADING_T1_7,{Docked at Gek-controlled space station. Local merchants offered forged goods. Scam detected. Purchased forgeries using fake currency. Sold forgeries to the merchant who supplied the fake currency.},,,,,,
FLEET_TRADING_T1_8,{Docked at Vy'keen-controlled space station. Fleet commander met station commander. Performed ritual duel. Performance brought great honour the fleet. Preferential trade deal acquired.},,,,,,
FLEET_TRADING_T1_9,{Arrived in Vy'keen-controlled space. Local station received fleet with full honours. Banquet lasted several days. Valuable gifts and trade data acquired.},,,,,,
FLEET_TRADING_T1_10,"{Fleet arrived in Vy'keen-controlled system. Considerable pirate presence. High demand for both starship weapons and defensive technologies. Sold to several different pirate factions, increasing demand and spiking prices further.}",,,,,,
FLEET_TRADING_T1_11,"{Fleet entered Vy'keen-controlled space. Local manufacturing centred on weapons production. System peaceful, weapon prices correspondingly low. Filled cargo hold. Anticipated profit: 3%NUM%%.}",,,,,,
FLEET_TRADING_T1_12,{Cultivated good relations with local branch of Vy'keen High Command. Able to purchase ritual Vy'keen Daggers at cost price. Anticipated profit: 2%NUM%%.},,,,,,
FLEET_TRADING_T1_13,{Visited Vy'keen merchants aboard local space station. Local Vy'keen particularly interested in decorative arts. Sold large volume of beads and feathers to millinery warehouse.},,,,,,
FLEET_TRADING_T1_14,"{Docked at Vy'keen operated space station. Fleet commander requested personal audience with local warlord. Submitted appropriate tribute, preferential trade terms secured.}",,,,,,
FLEET_TRADING_T1_15,{Docked at space station in Vy'keen-controlled system. Previous mining activity resulted in cargo hold full of damaged Sentinel components. Sold entire manifest to local effigy manufacturers.},,,,,,
FLEET_TRADING_T1_16,"{Entered Vy'keen space. Docked at local space station. Feigned hatred of the Gek, earned respect of local High Command. Preferential trade terms secured.}",,,,,,
FLEET_TRADING_T1_17,{Fleet arrived in Korvax-controlled system. Gifted local entities cartographic data collected over the course of the expedition. Secured good relations. Preferential trade deal secured.},,,,,,
FLEET_TRADING_T1_18,"{Arrived in Korvax-controlled space. Docked at space station. Local entities handed over substantial gifts, claiming material goods to be of no consequence. Profit generated indicates otherwise.}",,,,,,
FLEET_TRADING_T1_19,{Fleet entered Korvax-controlled space. Allowed Korvax entities to visit fleet direct direct electronic transfer. Ship systems used as host shell. Visit pleased local authorities. Preferential trade terms agreed.},,,,,,
FLEET_TRADING_T1_20,{Docked at Korvax-controlled space station. Interfaced ship's AI directly with local trading entities. Computer outperformed conventional trading methods by %NUM%%.},,,,,,
FLEET_TRADING_T1_21,{Visited Korvax merchants aboard local space station. Purchased advanced technology components at remarkably low price. Security sweep revealed no stowaway Korvax Echoes. Kept components isolated from ship systems regardless.},,,,,,
FLEET_TRADING_T1_22,"{Docked at Korvax operated space station. For minimal fee, accessed extensive cartographic database. Calculated highly optimised trade route. Increased profit by 1%NUM%%.}",,,,,,
FLEET_TRADING_T1_23,{Docked at space station in Korvax-controlled system. Presented string of complex numbers to local trade entities. Gift received well. Preferential trade terms agreed.},,,,,,
FLEET_TRADING_T1_24,{Entered Korvax space carrying large volume of encrypted data salvaged from freighter crash site. Secured good relations with the Korvax by presenting the encrypted data as an enjoyable challenge. Sold the now decrypted data on the black market.},,,,,,
FLEET_TRADING_T1_25,{Fleet arrived in Korvax-controlled system. Docked at space station. Local research entities had produced several new alloys. Purchased and sold on both sample material and the alloy recipe itself.},,,,,,
FLEET_TRADING_T2_1,"{Encountered lone trader in %SYSTEM% System. Exchanged manifests, purchased goods at low prices. After trade completed, ship vanished from radar. Could not raise pilot on hailing channels.}",,,,,,
FLEET_TRADING_T2_2,"{Hailed by lone trader in %SYSTEM% System. Manifest included several goods known to be highly illegal. As such, purchased and sold on at considerable profit.}",,,,,,
FLEET_TRADING_T2_3,"{Encountered lone trader in orbit around planet %PLANET%. Trader offered unusual botanical samples, including seeds with highly mutated DNA. Purchased, to be sold to Explorers Guild.}",,,,,,
FLEET_TRADING_T2_4,"{Hailed by trade ship in %SYSTEM% System. Manifest included goods on the interstellar stolen art register. Pretended to be undercover system authorities, confiscated objects. Took 'bribe' in exchange for not reporting the thief.}",,,,,,
FLEET_TRADING_T2_5,{Encountered Vy'keen trade ship in %SYSTEM% System. Pilot raved about Nal and Hirk. Manifest included several apparently priceless trinkets. Purchased everything.},,,,,,
FLEET_TRADING_T2_6,"{Hailed by Gek trader in %SYSTEM% System. Trader's manifest included bags of gems and precious metal statuettes. Pilot sold at a large discount, apparently fleeing First Spawn cultists.}",,,,,,
FLEET_TRADING_T2_7,"{Encountered Korvax trader in %SYSTEM% System. Trader offered an apparently hand-made glowing cube, complex light patterns flashing across its smooth surfaces. Use unclear, but value clearly high. Purchased for resale.}",,,,,,
FLEET_TRADING_T2_8,"{Encountered %RACE% trader alone in deep space. Trader desperate to offload collection of glass beads, convinced they had been scammed. Purchased. Beads were highly valuable rare seeds.}",,,,,,
FLEET_TRADING_T2_9,"{Encountered trader lurking in asteroid field. Trader was an artist, sold beautiful crystalline sculptures. Artist unaware of the value of their work. Purchased, anticipated markup 3%NUM%%.}",,,,,,
FLEET_TRADING_T2_10,{Encountered trader lurking in asteroid field. Trade manifest unusual: %NUM%00 gallons of 'water'. Purchased liquid. Analysis revealed substantial was biologically active. Sold to Explorers Guild contact.},,,,,,
FLEET_TRADING_T2_11,{Hailed by Korvax trader in %SYSTEM% System. Trader made unusual offer: the chance to buy their previous shells. Purchased. Technology salvaged for sale to Convergence Cube factories.},,,,,,
FLEET_TRADING_T2_12,"{Dealt with Gek trader in %SYSTEM% System. Pilot offered to sell several bottles of Gek pheremone. Purchased, used gas to gain upper hand in other transactions.}",,,,,,
FLEET_TRADING_T2_13,"{Did deal with trader at outpost on planet %PLANET%. Trader offered beautifully inscribed stone tablet. Surface was incredibly smooth, with carved markings forming a sunrise over water. Sold on to mysterious stranger at space station.}",,,,,,
FLEET_TRADING_T2_14,{Encountered lone trader in %SYSTEM% System. Pilot had run out of fuel. Sold warp cells at 3%NUM%% markup.},,,,,,
FLEET_TRADING_T2_15,"{Hailed by lone trader in %SYSTEM% System. Trader offered encrypted data. Claimed ignorance of source, but data was clearly stolen. Purchased, anticipated markup 1%NUM%%.}",,,,,,
FLEET_TRADING_T2_16,{Encountered lone trader in orbit around planet %PLANET%. Trade manifest comprised of damaged engine parts. Purchased. Restored parts were rare. Sold as spare components for Type 7 engines.},,,,,,
FLEET_TRADING_T2_17,"{Hailed by trade ship in %SYSTEM% System. Pilot offered to sell treasure map. Price low. Purchased. Against the odds, discovered large gold deposit at marked location.}",,,,,,
FLEET_TRADING_T2_18,{Encountered %RACE% trader in %SYSTEM% System. Pilot was employee of local factory. Sold company secrets. Subsequent investments highly profitable.},,,,,,
FLEET_TRADING_T2_19,{Hailed by %RACE% trader in %SYSTEM% System. Pilot offered futures contract for coprite. Purchased. Resold at space station for reasonable profit.},,,,,,
FLEET_TRADING_T2_20,"{Encountered %RACE% trader in %SYSTEM% System. Trader offered several vials of an illegal poison. Purchased, smuggled into station inside fuel tanks. Sold through Mercenaries Guild contact.}",,,,,,
FLEET_TRADING_T2_21,"{Hailed by mining vessel in orbit around planet %PLANET%. Pilot offered %NUM%0 tonnes of pyrite. Purchased, as analysis reveal the substance was gold. Resold for high profit.}",,,,,,
FLEET_TRADING_T2_22,{Encountered %RACE% trader alone in deep space. Trader claimed to be tired of material wealth. Trader transferred large number of precious stones as a gift before warping out.},,,,,,
FLEET_TRADING_T2_23,{Encountered trader lurking in asteroid field. Trader attempted to offload unusual cargo. Purchased large number of rare books and manuscripts. Did not question source. Sold to local historical society.},,,,,,
FLEET_TRADING_T2_24,"{Did deal with trader at outpost on planet %PLANET%. Trader wished to sell several thousand acres of farmland. Purchased. Hired land manager, ran farm as an investment.}",,,,,,
FLEET_TRADING_T2_25,"{Hailed by freighter in %SYSTEM% System. Captain wished to offload surplus fuel in attempt to shed weight for long-range warp. Purchased, sold to local small traders.}",,,,,,
FLEET_TRADING_T3_1,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Merchants Guild. Sold %NUM%00 tonnes of minerals on very favourable terms.}",,,,,,
FLEET_TRADING_T3_2,{Docked at space station in %SYSTEM% System. Contacted Merchants Guild envoy. Took contract to transport bulk quantities of minerals to neighbouring system.},,,,,,
FLEET_TRADING_T3_3,{Entered %RACE% space. Docked at station and made contact with local Merchants Guild. Took transport contract. Engaged to deliver brand new Type 7 starship to customer in neighbouring system.},,,,,,
FLEET_TRADING_T3_4,{Arrived in %SYSTEM% Sector. Hailed local station. Made contact with Merchants Guild envoy. Agreed to haul technology components from a factory on planet %PLANET% to customers in neighbouring system.},,,,,,
FLEET_TRADING_T3_5,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Merchants Guild. Sold non-classified contents of our trade database, including economic information gathered during expedition.}",,,,,,
FLEET_TRADING_T3_6,{Docked at space station in %SYSTEM% System. Contacted Merchants Guild envoy. Exchanged gifts and pleasantries. Feigned knowledge of envoy's family members. Secured discount on import tariffs.},,,,,,
FLEET_TRADING_T3_7,"{Entered %RACE% space. Docked at station, contacted with local Merchants Guild chapter. Envoy had previous dealings with fleet commander. Preferential trade deal secured.}",,,,,,
FLEET_TRADING_T3_8,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Mercenaries Guild. Sold expedition's collected conflict data, including last known locations of several wanted pirates.}",,,,,,
FLEET_TRADING_T3_9,"{Docked at space station in %SYSTEM% System. Expedition had collected numerous abandoned or recycled starships. Contacted Mercenaries Guild envoy, scanned ships for outstanding bounties.}",,,,,,
FLEET_TRADING_T3_10,"{Entered %RACE% space. Local Mercenaries Guild envoy requested assistance. Disgruntled station employee had taken hostages. Deployed negotiating team, secured non-violent resolution.}",,,,,,
FLEET_TRADING_T3_11,"{Arrived in %SYSTEM% Sector. Received hail from Mercenaries Guild envoy. Listened to several rambling war stories. Envoy pleased by this conversation, sent several valuable gifts.}",,,,,,
FLEET_TRADING_T3_12,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Mercenaries Guild. Took secure transport contract. Delivered several holding cells worth of captive pirates to authorities on planet %PLANET%.}",,,,,,
FLEET_TRADING_T3_13,{Docked at space station in %SYSTEM% System. Contacted Mercenaries Guild envoy. Took transport contract. Vy'keen warriors required covert passage to neighbouring system.},,,,,,
FLEET_TRADING_T3_14,"{Entered %SYSTEM% System. Contacted by Mercenaries Guild envoy. Guild had specific transport request. Required top-secret passage of special operative to planet %PLANET%. Passenger hidden in cargo pod, delivered successfully.}",,,,,,
FLEET_TRADING_T3_15,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Mercenaries Guild. Transported weapons for Guild client. Client did not want to be recognised by weapons factory staff.}",,,,,,
FLEET_TRADING_T3_16,{Docked at space station in %SYSTEM% System. Contacted Mercenaries Guild envoy. Took hazardous cargo contract. Transported unstable ammunition to secure depot on planet %PLANET%. Secure containment hold integrity: %NUM%%.},,,,,,
FLEET_TRADING_T3_17,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Explorers Guild. Sold portion of expedition database. Floral scans in high demand.}",,,,,,
FLEET_TRADING_T3_18,{Docked at space station in %SYSTEM% System. Had previously acquired large animal DNA library from Korvax contact. Contacted Explorers Guild envoy. Sold library.},,,,,,
FLEET_TRADING_T3_19,"{Entered %RACE% space. Expedition survey efforts to date resulted in reasonable mining database. Docked at station, made contact with Explorers Guild envoy. Sold geological data.}",,,,,,
FLEET_TRADING_T3_20,{Arrived in %SYSTEM% Sector. Ship's navigational AI used acquired data to generate highly-efficient trading routes. Sold this data to local Explorers Guild as valuable cartographic information. Economic data redacted.},,,,,,
FLEET_TRADING_T3_21,{Arrived in %SYSTEM% System. Expedition had previously gained substantial cartographic data while searching for trade outposts. Sold this data to local geographical institute via Explorers Guild envoy.},,,,,,
FLEET_TRADING_T3_22,"{Docked at space station in %SYSTEM% System. Engineers had acquired blueprint data while scanning merchant vessels for cargo. Contacted local Explorers Guild representative, sold technology blueprints.}",,,,,,
FLEET_TRADING_T3_23,"{Entered %SYSTEM% System. Made contact with local Explorers Guild chapter. Formatted expedition survey data into music, presented this as a gift to the guild envoy, a Korvax. Received valuable gifts in return.}",,,,,,
FLEET_TRADING_T3_24,"{Arrived in %SYSTEM% System. Docked at space station, made contact with local Explorers Guild. Exchanged charts with guild envoy. Gained valuable economic data.}",,,,,,
FLEET_TRADING_T3_25,{Docked at space station in %SYSTEM% System. Contacted Explorers Guild envoy. Took transport contract. Shipped live animals from abandoned zoological facility to be rehomed on planet %PLANET%.},,,,,,
FLEET_TRADING_T4_1,{Visited trade outpost on planet %PLANET%. Local factories produce distinctive chrome-plated weapons. Purchased large quantities for resale elsewhere. Anticipated profit: 1%NUM%%.},,,,,,
FLEET_TRADING_T4_2,{Hailed trade freighter in %SYSTEM% Sector. Freighter was transporting waste material from alloy manufacture. Purchased %NUM%0000 tonnes. Recycled into commercial-grade metal.},,,,,,
FLEET_TRADING_T4_3,"{Visited market in %SYSTEM% System. Unusual wares on display - thousands and thousands of hand-made Gek statuettes. Analysis revealed statues would be worth more as raw metal. Purchased, melted down.}",,,,,,
FLEET_TRADING_T4_4,"{Docked at space station in %SYSTEM% System. Station had large seed surplus. Purchased several thousand, created onboard plant nursery. Processed plants into efficient air purifiers. Anticipated profit: 2%NUM%%.}",,,,,,
FLEET_TRADING_T4_5,{Visited trade terminal in %SYSTEM% Sector. Found several unusual technology components on offer. Purchased. Anticipated profit: 1%NUM%%.},,,,,,
FLEET_TRADING_T4_6,{Visited trade outpost on planet %PLANET%. Outpost specialised in breeding and selling small animals. Made several purchases. Gifted to local authorities. Preferential trade access given in return.},,,,,,
